FPOGX,FPOGY,FPOGV,CX,CY
0,0,0,0,0
0.0,0.0,0.0,0.60312,0.60278
0.0,0.0,0.0,0.625,0.62593
0.0,0.0,0.0,0.625,0.62593
0.0,0.0,0.0,0.625,0.62593
0.0,0.0,0.0,0.63177,0.63333
0.0,0.0,0.0,0.63177,0.63333
0.0,0.0,0.0,0.63646,0.63889
0.0,0.0,0.0,0.63646,0.63889
0.0,0.0,0.0,0.63906,0.64352
0.0,0.0,0.0,0.63906,0.64352
0.0,0.0,0.0,0.64479,0.65185
0.0,0.0,0.0,0.64479,0.65185
0.0,0.0,0.0,0.66198,0.66574
0.0,0.0,0.0,0.66198,0.66574
0.0,0.0,0.0,0.66198,0.66574
0.0,0.0,0.0,0.69948,0.68889
0.0,0.0,0.0,0.69948,0.68889
0.0,0.0,0.0,0.72969,0.70741
0.0,0.0,0.0,0.72969,0.70741
0.0,0.0,0.0,0.72969,0.70741
0.0,0.0,0.0,0.75208,0.71944
0.0,0.0,0.0,0.75208,0.71944
0.0,0.0,0.0,0.75625,0.7213
0.0,0.0,0.0,0.75625,0.7213
0.0,0.0,0.0,0.75625,0.72222
0.0,0.0,0.0,0.75625,0.72222
0.0,0.0,0.0,0.75677,0.72222
0.0,0.0,0.0,0.75677,0.72222
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75729,0.72315
0.0,0.0,0.0,0.75885,0.72407
0.0,0.0,0.0,0.75885,0.72407
0.0,0.0,0.0,0.76354,0.7287
0.0,0.0,0.0,0.76354,0.7287
0.0,0.0,0.0,0.76719,0.73056
0.0,0.0,0.0,0.76719,0.73056
0.0,0.0,0.0,0.76719,0.73056
0.0,0.0,0.0,0.76146,0.73056
0.0,0.0,0.0,0.76146,0.73056
0.0,0.0,0.0,0.74844,0.73333
0.0,0.0,0.0,0.74844,0.73333
0.0,0.0,0.0,0.72865,0.74352
0.0,0.0,0.0,0.72865,0.74352
0.0,0.0,0.0,0.7026,0.75093
0.0,0.0,0.0,0.7026,0.75093
0.0,0.0,0.0,0.63385,0.74815
0.0,0.0,0.0,0.63385,0.74815
0.0,0.0,0.0,0.63385,0.74815
0.0,0.0,0.0,0.55677,0.73241
0.0,0.0,0.0,0.55677,0.73241
0.0,0.0,0.0,0.55677,0.73241
0.0,0.0,0.0,0.4875,0.70463
0.0,0.0,0.0,0.4875,0.70463
0.0,0.0,0.0,0.47344,0.69722
0.0,0.0,0.0,0.47344,0.69722
0.0,0.0,0.0,0.47344,0.69722
0.0,0.0,0.0,0.44948,0.68796
0.0,0.0,0.0,0.44948,0.68796
0.0,0.0,0.0,0.40833,0.66019
0.0,0.0,0.0,0.36719,0.62685
0.0,0.0,0.0,0.36719,0.62685
0.0,0.0,0.0,0.32344,0.59074
0.0,0.0,0.0,0.32344,0.59074
0.0,0.0,0.0,0.32344,0.59074
0.0,0.0,0.0,0.32344,0.59074
0.0,0.0,0.0,0.26823,0.52685
0.0,0.0,0.0,0.26823,0.52685
0.0,0.0,0.0,0.24115,0.48796
0.0,0.0,0.0,0.24115,0.48796
0.0,0.0,0.0,0.21354,0.45185
0.0,0.0,0.0,0.21354,0.45185
0.0,0.0,0.0,0.21354,0.45185
0.0,0.0,0.0,0.18438,0.41296
0.0,0.0,0.0,0.18438,0.41296
0.0,0.0,0.0,0.17031,0.39444
0.0,0.0,0.0,0.15677,0.38148
0.0,0.0,0.0,0.15677,0.38148
0.0,0.0,0.0,0.15677,0.38148
0.0,0.0,0.0,0.14479,0.3713
0.0,0.0,0.0,0.14479,0.3713
0.0,0.0,0.0,0.1401,0.3713
0.0,0.0,0.0,0.1401,0.3713
0.0,0.0,0.0,0.1401,0.3713
0.0,0.0,0.0,0.13229,0.375
0.0,0.0,0.0,0.13229,0.375
0.0,0.0,0.0,0.12188,0.38426
0.0,0.0,0.0,0.12188,0.38426
0.0,0.0,0.0,0.10938,0.39815
0.0,0.0,0.0,0.10938,0.39815
0.0,0.0,0.0,0.09063,0.42222
0.0,0.0,0.0,0.09063,0.42222
0.0,0.0,0.0,0.07656,0.44167
0.0,0.0,0.0,0.07656,0.44167
0.0,0.0,0.0,0.07656,0.44167
0.0,0.0,0.0,0.06927,0.44907
0.0,0.0,0.0,0.06927,0.44907
0.0,0.0,0.0,0.06458,0.45463
0.0,0.0,0.0,0.06458,0.45463
0.0,0.0,0.0,0.05729,0.46481
0.0,0.0,0.0,0.05729,0.46481
0.0,0.0,0.0,0.05313,0.4713
0.0,0.0,0.0,0.05313,0.4713
0.0,0.0,0.0,0.05313,0.4713
0.0,0.0,0.0,0.04583,0.48519
0.0,0.0,0.0,0.04583,0.48519
0.0,0.0,0.0,0.03958,0.50185
0.0,0.0,0.0,0.03958,0.50185
0.0,0.0,0.0,0.03542,0.51852
0.0,0.0,0.0,0.03542,0.51852
0.0,0.0,0.0,0.03125,0.54167
0.0,0.0,0.0,0.03125,0.54167
0.0,0.0,0.0,0.03125,0.54167
0.0,0.0,0.0,0.02812,0.56389
0.0,0.0,0.0,0.02812,0.56389
0.0,0.0,0.0,0.02552,0.58426
0.0,0.0,0.0,0.02552,0.58426
0.0,0.0,0.0,0.02448,0.59722
0.0,0.0,0.0,0.02448,0.59722
0.0,0.0,0.0,0.02448,0.60648
0.0,0.0,0.0,0.02448,0.60648
0.0,0.0,0.0,0.02344,0.61389
0.0,0.0,0.0,0.02344,0.61389
0.0,0.0,0.0,0.02344,0.61389
0.0,0.0,0.0,0.02292,0.62407
0.0,0.0,0.0,0.02292,0.62407
0.0,0.0,0.0,0.02135,0.63981
0.0,0.0,0.0,0.02135,0.63981
0.0,0.0,0.0,0.02083,0.64815
0.0,0.0,0.0,0.02083,0.64815
0.0,0.0,0.0,0.01927,0.65833
0.0,0.0,0.0,0.01927,0.65833
0.0,0.0,0.0,0.01927,0.65833
0.0,0.0,0.0,0.01823,0.6713
0.0,0.0,0.0,0.01823,0.6713
0.0,0.0,0.0,0.01771,0.67963
0.0,0.0,0.0,0.01771,0.67963
0.0,0.0,0.0,0.01771,0.68704
0.0,0.0,0.0,0.01771,0.68704
0.0,0.0,0.0,0.01771,0.68704
0.0,0.0,0.0,0.01719,0.69815
0.0,0.0,0.0,0.01719,0.70648
0.0,0.0,0.0,0.01719,0.70648
0.0,0.0,0.0,0.01719,0.70648
0.0,0.0,0.0,0.01719,0.71852
0.0,0.0,0.0,0.01719,0.71852
0.0,0.0,0.0,0.01719,0.73241
0.0,0.0,0.0,0.01719,0.73241
0.0,0.0,0.0,0.01719,0.74167
0.0,0.0,0.0,0.01719,0.74167
0.0,0.0,0.0,0.01719,0.7537
0.0,0.0,0.0,0.01719,0.7537
0.0,0.0,0.0,0.01719,0.7537
0.0,0.0,0.0,0.01771,0.76204
0.0,0.0,0.0,0.01771,0.76204
0.0,0.0,0.0,0.01823,0.76852
0.0,0.0,0.0,0.01823,0.76852
0.0,0.0,0.0,0.01979,0.77407
0.0,0.0,0.0,0.01979,0.77407
0.0,0.0,0.0,0.01979,0.77407
0.0,0.0,0.0,0.02031,0.77963
0.0,0.0,0.0,0.02031,0.77963
0.0,0.0,0.0,0.02083,0.78333
0.0,0.0,0.0,0.02083,0.78333
0.0,0.0,0.0,0.02083,0.78889
0.0,0.0,0.0,0.02083,0.78889
0.0,0.0,0.0,0.02187,0.7963
0.0,0.0,0.0,0.02187,0.7963
0.0,0.0,0.0,0.0224,0.8
0.0,0.0,0.0,0.0224,0.8
0.0,0.0,0.0,0.02292,0.8037
0.0,0.0,0.0,0.02292,0.8037
0.0,0.0,0.0,0.02292,0.8037
0.0,0.0,0.0,0.02344,0.81019
0.0,0.0,0.0,0.02344,0.81019
0.0,0.0,0.0,0.02396,0.81389
0.0,0.0,0.0,0.02396,0.81389
0.0,0.0,0.0,0.02396,0.81389
0.0,0.0,0.0,0.02552,0.81944
0.0,0.0,0.0,0.02552,0.81944
0.0,0.0,0.0,0.02552,0.81944
0.0,0.0,0.0,0.02604,0.82222
0.0,0.0,0.0,0.02604,0.82222
0.0,0.0,0.0,0.02708,0.82685
0.0,0.0,0.0,0.02708,0.82685
0.0,0.0,0.0,0.0276,0.82963
0.0,0.0,0.0,0.0276,0.82963
0.0,0.0,0.0,0.02865,0.83333
0.0,0.0,0.0,0.02865,0.83333
0.0,0.0,0.0,0.02865,0.83333
0.0,0.0,0.0,0.02865,0.83333
0.0,0.0,0.0,0.02969,0.83704
0.0,0.0,0.0,0.02969,0.83704
0.0,0.0,0.0,0.03073,0.83889
0.0,0.0,0.0,0.03073,0.83889
0.0,0.0,0.0,0.03177,0.84167
